"FRAS_ref","Description","Type","Controller","OTU_OMU","BUS_GATE","Easting","Northing","Type_Of_Control","SCOOT_REGION","SCOOT_STATUS","SCOOT_COMMISSION_DATE","SCOOT_ANTICIP_DATE","SCOOT_PROGRESS","Authority","HWAYS_AGENCY_AREA","HA_AGENCY_MAINTAINED","Longitude","Latitude","Final_Longitude","Final_Latitude","_COL7","NIS_node","_Object","COMMENTS","Crossing_Facility"
"1438","Brownley Rd/Poundswick Ln/METROLINK","Signal","Integral UT","","NO",383062,387301,"MOVA","","",,"","","Manchester","0","",-2.256101,53.382298,"","",1,0,"Point","",""
"3/051","Rowlandsway /South of Elm Tree Dr","Toucan","ST750 ELV","Gemini GSM","NO",382808,387171,"RMS","","",,"","","Manchester","0","",-2.259913,53.381121,"","",1,0,"Point","","TOUCAN"
"3/052","Styal Rd/Ringway Rd","Signal","ST800","PSTN 3U","NO",383986,385292,"MOVA","","",,"","","Manchester","0","",-2.242107,53.364269,"","",1,0,"Point","",""
"3/053","Bradford Rd/Beswick St/Old Mill St/Butler St","Signal","ST800","PSTN 3U","NO",385701,398646,"RMS","","",,"","","Manchester","0","",-2.216946,53.48435,"","",0,0,"Point","",""
"1261","Mauldeth Rd West/Nell Ln/METROLINK","Signal","ST900 ELV","Gemini UTMC","NO",382489,393127,"MOVA","","",,"","","Manchester","0","",-2.265042,53.434646,"","",1,0,"Point","","TOUCAN"
"3/057","Brooklands Rd /North of Cranleigh Dr","Puffin","ST700","PSTN 3U","NO",378971,390317,"RMS","","",,"","","Manchester","0","",-2.317806,53.409259,"","",1,0,"Point","","PEDESTRIAN"
"3/058","Albert Rd /East of Forest Range","Puffin","ST700","PSTN 3U","NO",387183,394155,"RMS","","",,"","","Manchester","0","",-2.194429,53.444022,"","",1,0,"Point","","PEDESTRIAN"
"1253","Garratt Way /West of Sibley St","Puffin","ST700","Unspecified","NO",388610,396223,"UTC_FT","","",,"","","Manchester","0","",-2.173021,53.462643,"","",1,0,"Point","","PEDESTRIAN"
"3/061","Moston Ln /East of Pym St","Puffin","ST700","Gemini GSM","NO",386885,401933,"RMS","","",,"","","Manchester","0","",-2.199242,53.513926,"","",1,0,"Point","","PEDESTRIAN"
"3/063","Princess Parkway/Wythenshawe Rd/AREA10/Palatine Rd","Signal (Trunk)","ST900","Gemini UTMC","NO",382311,390031,"RMS","","",,"","","Manchester","10","Yes",-2.267547,53.406811,"","",1,0,"Point","",""
"3/064","Burton Rd/Cavendish Rd","Signal","ST800","Gemini GSM","NO",384082,392401,"RMS","","",,"","","Manchester","0","",-2.241026,53.428171,"","",0,0,"Point","",""
"3/065","Mauldeth Rd West/Yew Tree Rd","Signal","ST800","PSTN 3U","NO",384716,393517,"RMS","","",,"","","Manchester","0","",-2.231539,53.438221,"","",1,0,"Point","",""
"3/066","Withington Rd /South of Yarburgh St","Pelican","ST750","PSTN 3U","NO",383002,395167,"RMS","","",,"","","Manchester","0","",-2.25743,53.452999,"","",1,0,"Point","","PEDESTRIAN"
"15","Wilbraham Rd/Edge Ln /Hampton Rd/High Ln","Signal","ST800","Gemini UTMC","NO",380958,393994,"UTC_FT","","",,"","","Manchester","0","",-2.288139,53.442386,"","",1,0,"Point","",""
"3/068","Queens Rd/Smedley Rd","Signal","ST900LV","OMU Gem 2","NO",385158,400636,"RMS","","",,"","","Manchester","0","",-2.225223,53.502222,"","",0,0,"Point","",""
"3/069","Slade Ln/Hamilton Rd","Signal","ST800","Gemini MOVA PSTN","NO",386972,394751,"MOVA","","",,"","","Manchester","0","",-2.19763,53.449374,"","",0,0,"Point","",""
"3/070","Albert Rd/Slade Ln/Moseley Rd","Signal","ST800","PSTN 3U","NO",386872,394072,"RMS","","",,"","","Manchester","0","",-2.199107,53.443268,"","",1,0,"Point","",""
"3/071","Alexandra Rd/Claremont Rd/yarburgh St","Signal","ST800","PSTN 3U","NO",383336,395407,"RMS","","",,"","","Manchester","0","",-2.252413,53.455167,"","",1,0,"Point","",""
"3/072","Plymouth Grove /East of Lincoln Grove","Pelican","ST750","PSTN 3U","NO",385558,396295,"RMS","","",,"","","Manchester","0","",-2.218993,53.463215,"","",1,0,"Point","","PEDESTRIAN"
"174","Altrincham Rd/Tesco Access","Signal","ST800","Gemini UTMC","NO",380212,389382,"UTC_FT","","",,"","","Manchester","0","",-2.299079,53.400903,"","",1,0,"Point","","TOUCAN"
"175","Southmoor Rd/Timpson Rd","Signal","ST950ELV in","Integral UTMC","NO",380514,389261,"UTC_FT","","",,"","","Manchester","0","",-2.294529,53.399827,"","",1,0,"Point","",""
"3/075","Upper Conran St /North of Caversham Dr","Pelican","ST750","PSTN 3U","NO",386217,401664,"RMS","","",,"","","Manchester","0","",-2.209304,53.511491,"","",1,0,"Point","","PEDESTRIAN"
"3/076","Droylsden Rd /North of Averill St","Puffin","ST700","PSTN 3U","NO",388619,400275,"RMS","","",,"","","Manchester","0","",-2.173033,53.499064,"","",1,0,"Point","","PEDESTRIAN"
"3/077","Poundswick Ln /North of Broadoak Rd","Puffin","ST700","PSTN 3U","NO",382653,387203,"RMS","","",,"","","Manchester","0","",-2.262245,53.381404,"","",1,0,"Point","","PEDESTRIAN"
"3/083","Mount Rd /North of East Rd","Puffin","ST700","Gemini GSM","NO",388070,395590,"RMS","","",,"","","Manchester","0","",-2.18113,53.456941,"","",1,0,"Point","","PEDESTRIAN"
"3/084","Crumpsall Ln /North of Delauneys Rd","Puffin","ST750 ELV","PSTN 3U","NO",384411,402296,"RMS","","",,"","","Manchester","0","",-2.236565,53.517117,"","",1,0,"Point","","PEDESTRIAN"
"3/085","Lightbowne Rd /North of Egbert St","Puffin","ST700","PSTN 3U","NO",387341,401295,"RMS","","",,"","","Manchester","0","",-2.19234,53.508202,"","",1,0,"Point","","PEDESTRIAN"
"3/086","Crescent Rd /East of Greenhill Rd","Pelican","ST750","PSTN 3U","NO",384302,401758,"RMS","","",,"","","Manchester","0","",-2.238185,53.512281,"","",1,0,"Point","","PEDESTRIAN"
"3/088","M56 Jct 6/Wilmslow Rd/AREA10","Signal (Trunk)","ST800","Gemini PSTN","NO",380544,385017,"RMS","","",,"","","Manchester","10","Yes",-2.293812,53.361678,"","",0,0,"Point","",""
"3/091","Brooklands Rd /South of Maple Rd","Puffin","ST700","PSTN 3U","NO",379185,389912,"RMS","","",,"","","Manchester","0","",-2.314566,53.405625,"","",1,0,"Point","","PEDESTRIAN"
"3/092","Queens Rd /North of Sedgeford Rd","Pelican","ST750","PSTN 3U","NO",385898,400190,"RMS","","",,"","","Manchester","0","",-2.214044,53.498233,"","",1,0,"Point","","PEDESTRIAN"
"3/093","Queens Rd/Monsall St","Signal","ST800","Gemini GSM","NO",385797,400390,"RMS","","",,"","","Manchester","0","",-2.215572,53.500028,"","",1,0,"Point","",""
"3/094","Burton Rd /South of Bottesford Ave","Puffin","ST750","Gemini GSM","NO",383932,392179,"RMS","","",,"","","Manchester","0","",-2.243268,53.426167,"","",1,0,"Point","","PEDESTRIAN"
"3/095","Sale Rd /North of Button Ln","Pelican","ST750","Gemini PSTN","NO",381088,390849,"RMS","","",,"","","Manchester","0","",-2.285989,53.414117,"","",1,0,"Point","","PEDESTRIAN"
"3/096","Slade Ln /East of Allandale Rd","Double Pelican","ST750","PSTN 3U","NO",386865,394250,"RMS","","",,"","","Manchester","0","",-2.199216,53.444864,"","",0,0,"Point","","PEDESTRIAN"
"3/097","Crescent Rd/Charminster Dr","Signal","ST900","PSTN 3U","NO",384816,401789,"RMS","","",,"","","Manchester","0","",-2.230436,53.512575,"","",1,0,"Point","",""
"3/099","Plymouth Grove/Hathersage Rd","Signal","ST900","PSTN 5U","NO",385957,396101,"RMS","","",,"","","Manchester","0","",-2.212974,53.461482,"","",1,0,"Point","",""
"3/100","Old Market St /West of Domett St","Pelican","ST750","PSTN 3U","NO",385427,402934,"RMS","","",,"","","Manchester","0","",-2.221281,53.522883,"","",1,0,"Point","","PEDESTRIAN"
"3/101","Moston Ln /North of Crowden Rd","Pelican","ST750","PSTN 3U","NO",388021,402714,"RMS","","",,"","","Manchester","0","",-2.182138,53.520976,"","",1,0,"Point","","PEDESTRIAN"
"1435","Hollyhedge Rd W of Brownley Rd / METROLINK","LRT Puffin","ST950 ELV","Integral UTMC","NO",382912,388002,"SCOOT","","",,"","","Manchester","0","",-2.258395,53.388594,"","",1,0,"Point","","PEDESTRIAN"
"3/105","Moseley Rd/Balmoral Rd","Signal","ST900","Gemini PSTN","NO",385989,393934,"RMS","","",,"","","Manchester","0","",-2.212395,53.442005,"","",1,0,"Point","",""
"3/107","Moss Ln East /West of Hulme High St","Puffin","ST700","Gemini GSM","NO",383560,395954,"RMS","","",,"","","Manchester","0","",-2.249068,53.460092,"","",1,0,"Point","","PEDESTRIAN"
"3/109","Southmoor Rd/Hollyhedge Rd","Signal","ST900","PSTN 3U","NO",380906,388360,"RMS","","",,"","","Manchester","0","",-2.288578,53.391743,"","",1,0,"Point","",""
"3/110","Greenhill Rd/Woodlands Rd/Heath St","Signal","ST900","Gemini PSTN","NO",384199,401602,"RMS","","",,"","","Manchester","0","",-2.23973,53.510876,"","",1,0,"Point","",""
"3/111","M56 Jct 4/Simonsway/AREA10","Signal (Trunk)","ST800","Gemini MOVA PSTN","NO",381573,387251,"MOVA","","",,"","","Manchester","10","Yes",-2.278483,53.381798,"","",1,0,"Point","",""
"3/112","Charlestown Rd /West of Southdown Crescent","Pelican","ST750","PSTN 3U","NO",387308,402974,"RMS","","",,"","","Manchester","0","",-2.19291,53.523292,"","",1,0,"Point","","PEDESTRIAN"
"3/113","Broom Ln /North of Marley Rd","Pelican","ST750","PSTN 3U","NO",387778,393796,"RMS","","",,"","","Manchester","0","",-2.185461,53.440808,"","",1,0,"Point","","PEDESTRIAN"
"3/114","Lloyd St South /South of Thornton Rd","Puffin","ST700","PSTN 3U","NO",384189,394639,"RMS","C3","PLANNED",,"Major scheme bid 2009/10","","Manchester","0","",-2.239529,53.44829,"","",1,0,"Point","","PEDESTRIAN"
"3/115","Boundary Ln /South of Bonsall St","Pelican","ST750","PSTN 3U","NO",384076,396790,"RMS","","",,"","","Manchester","0","",-2.241334,53.467621,"","",1,0,"Point","","PEDESTRIAN"
"4/001","Ashton Rd /North of Keb Ln","Pelican","ST750","PSTN 3U","NO",392957,401919,"RMS","","",,"","","Oldham","0","",-2.10768,53.513921,"","",1,0,"Point","","PEDESTRIAN"
"4/002","Glodwick Rd/Abbey Hills Rd/Park Rd","Signal","ST900","Gemini PSTN","NO",393668,404174,"RMS","","",,"","","Oldham","0","",-2.097001,53.534196,"","",0,0,"Point","",""
"4/003","Chamber Rd/Frederick St","Signal","ST750","PSTN 3U","NO",391862,403641,"RMS","","",,"","","Oldham","0","",-2.124234,53.52938,"","",1,0,"Point","",""
"4/004","Shaw Rd/High Barn Rd/Blackshaw Ln","Signal","ST900","Gemini PSTN","NO",392850,407872,"RMS","","",,"","","Oldham","0","",-2.109428,53.567424,"","",1,0,"Point","",""
"777","Rochdale Rd/Middleton Rd /High Barn St","Signal","ST900","Gemini UTMC","NO",392036,407642,"UTC_FT","","",,"","","Oldham","0","",-2.121712,53.565344,"","",1,0,"Point","",""
"775","Oldham Rd/Shaw Rd /Broadway","Signal","ST800","Gemini UTMC","NO",392144,407170,"UTC_FT","","",,"","","Oldham","0","",-2.12007,53.561104,"","",1,0,"Point","",""
"1506","Crompton Way/Rochdale Rd","Signal","ST800","Gemini UTMC","NO",393800,409091,"UTC_FT","DS","ON-GOING",,"Spring 2008","Awaiting UTMC comms","Oldham","0","",-2.095108,53.578393,"","",1,0,"Point","",""
"1505","Beal Ln/Market St/Milnrow Rd/Rochdale Rd","Signal","ST800","Gemini UTMC","NO",393922,409025,"UTC_FT","DS","ON-GOING",,"Spring 2008","Awaiting UTMC comms","Oldham","0","",-2.093265,53.577801,"","",1,0,"Point","",""
"4/009","Abbey Hills Rd /South of Manor Rd","Puffin","ST700","Gemini GSM","NO",394309,403677,"RMS","","",,"","","Oldham","0","",-2.087321,53.529736,"","",1,0,"Point","","PEDESTRIAN"
"4/010","Rochdale Rd /South of Grasmere Rd","Pelican","ST750","PSTN 3U","NO",391426,408839,"RMS","","",,"","","Oldham","0","",-2.130956,53.576094,"","",1,0,"Point","","PEDESTRIAN"
"4/011","Grimshaw Ln Railway Bridge","Signal","ST800","PSTN 3U","NO",388763,404869,"RMS","","",,"","","Oldham","0","",-2.171029,53.540359,"","",1,0,"Point","",""
"4/012","Oldham Rd /North of Beswick St","Pelican","ST750","PSTN 3U","NO",392110,406851,"RMS","","",,"","","Oldham","0","",-2.120575,53.558236,"","",1,0,"Point","","PEDESTRIAN"
"4/014","Shaw Rd/Egerton St","Signal","ST950ELV in","PSTN 5U","NO",393328,405650,"MOVA RMS","","",,"","","Oldham","0","",-2.102162,53.547458,"","",1,0,"Point","",""
"4/015","Hollins Rd /West of Lyndhurst Rd","Pelican","ST750","PSTN 3U","NO",392006,402952,"RMS","","",,"","","Oldham","0","",-2.122044,53.523189,"","",1,0,"Point","","PEDESTRIAN"
"4/016","Middleton Rd/Haigh Ln/Mills Hill Rd","Signal","ST800","Gemini MOVA GSM","NO",388889,406114,"MOVA","","",,"","","Oldham","0","",-2.169172,53.551552,"","",1,0,"Point","",""
"4/017","Oldham Rd /West of Station Rd","Pelican","ST750","PSTN 3U","NO",396462,404553,"RMS","","",,"","","Oldham","0","",-2.054851,53.53763,"","",1,0,"Point","","PEDESTRIAN"
"4/018","High St /West of Warrington St","Pelican","ST750","PSTN 3U","NO",395232,404598,"RMS","","",,"","","Oldham","0","",-2.073411,53.538024,"","",1,0,"Point","","PEDESTRIAN"
"4/019","High St /West of Thomas St","Pelican","ST700","PSTN 3U","NO",395373,404567,"RMS","","",,"","","Oldham","0","",-2.071283,53.537747,"","",1,0,"Point","","PEDESTRIAN"
"4/020","Greengate St/Grimshaw Ln/Lees St","Signal","ST900","Gemini PSTN","NO",388624,404987,"RMS","","",,"","","Oldham","0","",-2.173131,53.541417,"","",1,0,"Point","",""
"4/022","Ashton Rd West /West of Wye Ave","Pelican","ST750 LV","PSTN 3U","NO",389601,401264,"RMS","","",,"","","Oldham","0","",-2.158263,53.507974,"","",1,0,"Point","","PEDESTRIAN"
"4/023","Rochdale Rd/Dogford Rd/Rochdale Ln","Signal","ST800","PSTN 3U","NO",391754,408198,"RMS","","",,"","","Oldham","0","",-2.125985,53.570338,"","",1,0,"Point","",""
"4/024","Featherstall Rd North/Middleton Rd","Signal","ST950 ELVin","PSTN 5U","NO",391558,405139,"RMS","","",,"","","Oldham","0","",-2.128861,53.542839,"","",1,0,"Point","",""
"4/025","Rochdale Rd /South of Sheepfoot Ln","Pelican","ST750","PSTN 3U","NO",392120,406379,"RMS","","",,"","","Oldham","0","",-2.120412,53.553994,"","",1,0,"Point","","PEDESTRIAN"
"4/027","Huddersfield Rd /West of Culvert St","Toucan","ST700","Gemini PSTN","NO",395309,405876,"RMS","","",,"","","Oldham","0","",-2.072269,53.549512,"","",1,0,"Point","","PEDESTRIAN"
"4/028","Huddersfield Rd /East of Sharples Hall St","Puffin","ST700","PSTN 3U","NO",394736,405827,"RMS","","",,"","","Oldham","0","",-2.080916,53.549066,"","",1,0,"Point","","PEDESTRIAN"
"778","Shaw Rd/Salmon Fields","Signal","ST900","Gemini UTMC","NO",392231,407257,"UTC_FT","","",,"","","Oldham","0","",-2.118758,53.561887,"","",1,0,"Point","",""
"4/031","Park Rd/Alexandra Centre Retail Park Access","Signal","ST800","Gemini GSM","NO",392758,404431,"RMS","","",,"","","Oldham","0","",-2.110736,53.536494,"","",1,0,"Point","",""
"4/032","Cheapside/West St","Signal","ST800","Gemini GSM","NO",392416,405064,"RMS","","",,"","","Oldham","0","",-2.115912,53.542178,"","",1,0,"Point","",""
"4/033","Higginshaw Ln/Salmon Fields/Moss Ln","Signal","ST900","PSTN 5U","NO",393239,407152,"RMS","","",,"","","Oldham","0","",-2.103538,53.560957,"","",1,0,"Point","",""
"4/034","Rochdale Rd/Featherstall Rd North","Signal","ST800","Gemini MOVA PSTN","NO",392122,406071,"MOVA","","",,"","","Oldham","0","",-2.120374,53.551225,"","",1,0,"Point","","TOUCAN"
"4/035","Lees Rd /North of Red Hall St","Puffin","ST750","Gemini GSM","NO",394208,404830,"RMS","","",,"","","Oldham","0","",-2.088866,53.540099,"","",1,0,"Point","","PEDESTRIAN"
"4/036","Lees Rd /South of Balfour St","Puffin","ST750","Gemini PSTN","NO",394041,404970,"RMS","","",,"","","Oldham","0","",-2.091389,53.541355,"","",1,0,"Point","","PEDESTRIAN"
"548","Broadway/Middleton Rd/AREA10","Signal (Trunk)","ST900c LV","Gemini UTMC","NO",390420,405508,"SCOOT","DA","COMPLETED",20061001,"","","Oldham","10","Yes",-2.146045,53.546136,"","",0,1,"Point","",""
"4/038","Middleton Rd /North of Melbourne St","Puffin","ST750","Unspecified","NO",390704,405403,"RMS","","",,"","","Oldham","0","",-2.141756,53.545197,"","",1,0,"Point","","PEDESTRIAN"
"4/039","Heyside /South of Sutcliffe St","Pelican","ST750","PSTN 3U","NO",393238,407326,"RMS","","",,"","","Oldham","0","",-2.103557,53.562521,"","",1,0,"Point","","PEDESTRIAN"
"501","Broadway /South of Eustace St /AREA10","Double Puffin (Trunk)","ST700","Gemini UTMC","NO",390632,406061,"SCOOT","DB","COMPLETED",20061001,"","","Oldham","10","Yes",-2.142863,53.55111,"","",1,1,"Point","","PEDESTRIAN"
"549","Broadway/Hunt Ln /AREA10","Signal (Trunk)","ST800","Gemini UTMC","NO",390315,405272,"SCOOT","DA","COMPLETED",20100122,"","","Oldham","10","Yes",-2.147623,53.544013,"","",1,1,"Point","",""
"544","Broadway /North of Fold Green /AREA10","Puffin (Trunk)","ST700","Gemini UTMC","NO",390163,404877,"SCOOT","DB","COMPLETED",20060601,"","","Oldham","10","Yes",-2.149904,53.54046,"","",1,1,"Point","","PEDESTRIAN"
"4/044","High St /North of New St","Pelican","ST750","PSTN 3U","NO",399748,405785,"RMS","","",,"","","Oldham","0","",-2.005279,53.548715,"","",1,0,"Point","","PEDESTRIAN"
"4/045","High St /North of Moorgate St","Pelican","ST750","PSTN 3U","NO",399661,405637,"RMS","","",,"","","Oldham","0","",-2.006585,53.547386,"","",1,0,"Point","","PEDESTRIAN"
"4/046","High St /West of Market St","Pelican","ST750","PSTN 3U","NO",391841,407679,"RMS","","",,"","","Oldham","0","",-2.12466,53.565673,"","",0,0,"Point","","PEDESTRIAN"
"4/048","Hollins Rd /East of Montgomery St","Double Puffin","ST800","Gemini PSTN","NO",390928,402606,"RMS","","",,"","","Oldham","0","",-2.138294,53.520062,"","",1,0,"Point","","PEDESTRIAN"
"4/050","Glodwick Rd /South of Roundthorn Rd","Pelican","ST750","PSTN 3U","NO",393768,404570,"RMS","","",,"","","Oldham","0","",-2.0955,53.537757,"","",1,0,"Point","","PEDESTRIAN"
"4/051","Shaw Rd /South of Spring Vale Way","Pelican","ST750","PSTN 5U","NO",392987,408004,"RMS","","",,"","","Oldham","0","",-2.107362,53.568612,"","",1,0,"Point","","PEDESTRIAN"
"4/052","Huddersfield Rd /West of Heywood St","Toucan","ST700","Gemini PSTN","NO",395008,405876,"RMS","","",,"","","Oldham","0","",-2.076811,53.549509,"","",1,0,"Point","","TOUCAN"
"761","Hollinwood Ave/Tweedale Way","Signal","ST900","Gemini UTMC","NO",390031,402848,"UTC_FT","","",,"","","Oldham","0","",-2.151831,53.52222,"","",1,0,"Point","",""
"4/054","Abbey Hills Rd /West of Alt Ln","Pelican","400","PSTN 3U","NO",394643,403528,"RMS","","",,"","","Oldham","0","",-2.08228,53.528401,"","",1,0,"Point","","PEDESTRIAN"
"4/055","Mersey Rd North/Roman Rd/Westminster Rd","Signal","ST800","PSTN 5U","NO",390605,401939,"RMS","","",,"","","Oldham","0","",-2.143146,53.514061,"","",1,0,"Point","",""
"774","Chadderton Way/Burnley Ln","Signal","ST900","Gemini UTMC","NO",391422,406099,"SCOOT","DD","COMPLETED",20120904,"","","Oldham","0","",-2.13094,53.551466,"","",1,1,"Point","",""
"709","A627(M) South Bound off slip/Broadway Roundabout /AREA10","Signal (Trunk)","ST900","","NO",390867,406736,"SCOOT","DC","COMPLETED",20120412,"","","Oldham","10","Yes",-2.139334,53.557183,"","",1,1,"Point","",""
"4/058","Greengate/BAE Systems Car Parks Access","Signal","ST900","PSTN 3U","NO",388444,403649,"RMS","","",,"","","Oldham","0","",-2.175791,53.529388,"","",1,0,"Point","",""
"4/059","Ashton Rd East /North of Pole Ln","Pelican","ST750","PSTN 5U","NO",389904,401517,"RMS","","",,"","","Oldham","0","",-2.153707,53.510252,"","",1,0,"Point","","PEDESTRIAN"
"4/060","Middleton Rd/Oldham Way South Bound Slip Rd","Signal","ST900","PSTN 3U","NO",391947,405049,"RMS","","",,"","","Oldham","0","",-2.122989,53.542036,"","",1,0,"Point","",""
"1507","Crompton Way /South of Farrow St","Toucan","ST700","TC12","NO",393708,408867,"UTC_FT","DS","ON-GOING",,"Spring 2008","Awaiting UTMC comms","Oldham","0","",-2.096488,53.576382,"","",1,0,"Point","","TOUCAN"
"4/062","Denton Ln /North of Fields New Rd","Pelican","ST750","PSTN 3U","NO",390620,404549,"RMS","","",,"","","Oldham","0","",-2.143001,53.537518,"","",1,0,"Point","","PEDESTRIAN"
"4/064","Featherstall Rd North /South of Daisy St","Toucan","ST750 ELV","OMU Gem","NO",391570,405251,"RMS","","",,"","","Oldham","0","",-2.128688,53.543845,"","",1,0,"Point","","TOUCAN"
"4/065","Chadderton Hall Rd/Mill Brow/Burnley Ln","Signal","ST900","PSTN 3U","NO",390089,406685,"RMS","","",,"","","Oldham","0","",-2.151078,53.556709,"","",1,0,"Point","",""
"749","Broadway/Elk Mill Retail Park Access","Signal","ST800","Gemini UTMC","NO",391073,406681,"SCOOT","DC","COMPLETED",20120412,"","","Oldham","0","",-2.136224,53.556691,"","",1,1,"Point","",""
"4/067","High St /West of Westway","Pelican","ST750","PSTN 3U","NO",393755,408727,"RMS","DS","ON-GOING",,"Spring 2008","Awaiting UTMC comms","Oldham","0","",-2.095774,53.575117,"","",1,0,"Point","","PEDESTRIAN"
"4/068","Park Rd/Kings Rd/Woodstock St","Signal","ST900","Gemini PSTN","NO",392862,404387,"RMS","","",,"","","Oldham","0","",-2.109166,53.5361,"","",1,0,"Point","",""
"4/069","Oldham Rd /North of Longley St","Pelican","ST750","PSTN 3U","NO",393612,408512,"RMS","","",,"","","Oldham","0","",-2.097942,53.573183,"","",1,0,"Point","","PEDESTRIAN"
"4/070","Huddersfield Rd/Birks Quarry Access Rd","Signal","400","","NO",395720,405578,"RMS","","",,"","","Oldham","0","",-2.066061,53.546837,"","",1,0,"Point","",""
"1316","Milnrow Rd/Molesworth St","Signal","ST800","Gemini UTMC","NO",390174,413015,"UTC_FT","ET","ON-GOING",,"Autumn 2008","Scheme order received from Rochdale","Rochdale","0","",-2.15,53.613603,"","",0,0,"Point","",""
"5/002","Kingsway/Albert Royds St/Rochdale Rd","Signal","ST800","Gemini PSTN","NO",391540,413306,"MOVA","","",,"","","Rochdale","0","",-2.129363,53.616249,"","",0,0,"Point","","TOUCAN"
"5/003","Albert Royds St /North of Reservoir St","Double Pelican","ST750","PSTN 3U","NO",391249,414072,"RMS","","",,"","","Rochdale","0","",-2.133781,53.623122,"","",1,0,"Point","","PEDESTRIAN"
"5/004","Bury Rd/Sandy Ln/Roch Valley Way","Signal","ST800","PSTN 5U","NO",388054,412975,"RMS","","",,"","","Rochdale","0","",-2.182047,53.613199,"","",1,0,"Point","",""
"1315","John St/Molesworth St /Smith St/Entwistle Rd","Signal","ST800","Gemini UTMC","NO",390084,413494,"SCOOT","ER","COMPLETED",20100802,"","","Rochdale","0","",-2.151379,53.617908,"","",1,1,"Point","",""
"5/141","Kingsway/Gyratory North","Signal","ST800","Gemini MOVA GSM","NO",390397,411940,"MOVA","","",,"","","Rochdale","0","",-2.146594,53.603953,"","",1,0,"Point","","TOUCAN"
"1304","Mellor St/Bury Rd","Signal","ST900","Gemini UTMC","NO",388891,413243,"SCOOT","ER","COMPLETED",20030101,"","","Rochdale","0","",-2.169405,53.615626,"","",0,1,"Point","",""
"5/008","Queensway/Manchester Rd","Signal","ST800","Gemini MOVA PSTN","NO",388392,410425,"MOVA","","",,"","","Rochdale","0","",-2.176838,53.590286,"","",1,0,"Point","",""
"1306","St Marys Gate/Spotland Rd /Hunters Ln","Signal","ST900","Gemini UTMC","NO",389505,413591,"SCOOT","ER","COMPLETED",20030101,"","","Rochdale","0","",-2.160132,53.618772,"","",1,1,"Point","",""
"5/010","Oldham Rd/Crawford St/Oldham St","Signal","ST900","PSTN 5U","NO",390316,412426,"RMS","","",,"","","Rochdale","0","",-2.147727,53.60825,"","",0,0,"Point","",""
"5/013","Oldham Rd /North of Queen Victoria St","Puffin","ST700","Gemini PSTN","NO",390444,411670,"RMS","","",,"","","Rochdale","0","",-2.145881,53.601525,"","",1,0,"Point","","PEDESTRIAN"
"5/015","Halifax Rd /East of Rothwell St","Puffin","ST700","PSTN 3U","NO",390611,414260,"RMS","","",,"","","Rochdale","0","",-2.143437,53.624804,"","",1,0,"Point","","PEDESTRIAN"
"5/017","Church St/Todmorden Rd","Signal","ST800","PSTN 5U","NO",393924,416368,"RMS","","",,"","","Rochdale","0","",-2.093384,53.643797,"","",1,0,"Point","",""
"5/019","Oldham Rd/Townley St","Signal","ST900","Gemini MOVA PSTN","NO",387346,405844,"MOVA","","",,"","","Rochdale","0","",-2.192377,53.548979,"","",0,0,"Point","",""
"5/020","Rochdale Rd/Hollin Ln","Signal","ST800","Gemini PSTN","NO",387171,406814,"RMS","","",,"","","Rochdale","0","",-2.195134,53.557801,"","",0,0,"Point","",""
"5/021","Manchester Old Rd/Middleton Rd","Signal","ST800","PSTN 3U","NO",384590,405052,"RMS","","",,"","","Rochdale","0","",-2.234008,53.541894,"","",1,0,"Point","",""
"5/022","Long St /South of Durnford St","Pelican","ST750","PSTN 3U","NO",387077,406203,"RMS","","",,"","","Rochdale","0","",-2.196527,53.552307,"","",1,0,"Point","","PEDESTRIAN"
"5/023","Manchester St /North of Cowburn St","Puffin","ST750 ELV","","NO",386103,410344,"RMS","","",,"","","Rochdale","0","",-2.211414,53.589502,"","",1,0,"Point","","PEDESTRIAN"
"1300","Manchester Rd /South of Drake St","Double Pelican","ST750","","NO",389239,412666,"SCOOT","ER","COMPLETED",20030101,"","","Rochdale","0","",-2.164125,53.610455,"","",1,1,"Point","","PEDESTRIAN"
"1604","Manchester Rd /North of Cheltenham St","Double Puffin","ST700","Gemini UTMC","NO",388839,412019,"UTC_FT","ES","ON-GOING",,"Autumn 2008","Under construction","Rochdale","0","",-2.170148,53.604625,"","",0,0,"Point","","PEDESTRIAN"
"5/027","Edenfield Rd/Sandy Ln","Signal","ST800","Gemini MOVA PSTN","NO",388115,413982,"MOVA","","",,"","","Rochdale","0","",-2.181153,53.622259,"","",0,0,"Point","",""
"5/028","Halifax Rd /West of Oakcliffe Rd","Puffin","ST700","Gemini GSM","NO",391550,415418,"RMS","","",,"","","Rochdale","0","",-2.129265,53.635232,"","",1,0,"Point","","PEDESTRIAN"
"1307","Spotland Rd/Sheriff St","Signal","ST900","Gemini UTMC","NO",389206,413686,"SCOOT","ER","COMPLETED",20071005,"","","Rochdale","0","",-2.16466,53.619617,"","",1,1,"Point","",""
"5/030","Whitworth Rd /North of Taylor St","Pelican","ST750","PSTN 3U","NO",389795,414244,"RMS","","",,"","","Rochdale","0","",-2.155769,53.624642,"","",0,0,"Point","","PEDESTRIAN"
